Ticker,Entry,Exit,Days,Shares,P&L,R-Multiple,Return %,Exit Phases,Outcome
TAP,2008-11-20,2008-12-03,13,14,$-35.33,-1.00R,-5.97%,STOP,BIG_LOSS
TGT,2007-07-06,2007-07-10,4,37,$-121.36,-1.63R,-4.84%,STOP,BIG_LOSS
TGT,2008-01-10,2008-01-11,1,20,$-36.76,-1.00R,-3.58%,STOP,BIG_LOSS
TGT,2008-06-03,2008-06-05,2,26,$-14.95,-0.40R,-1.05%,"STOP_BE,TP1",SMALL_LOSS
TGT,2009-01-08,2009-01-09,1,22,$-46.64,-1.25R,-5.67%,STOP,BIG_LOSS
TGT,2009-08-06,2009-08-10,4,31,$18.15,+0.49R,+1.41%,"STOP_BE,TP1",SMALL_WIN
TGT,2010-08-18,2010-08-31,13,30,$-36.64,-1.00R,-2.35%,STOP,BIG_LOSS
TGT,2010-11-17,2011-01-05,49,35,$94.81,+2.58R,+4.87%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
TGT,2011-08-17,2011-09-06,20,19,$-36.29,-1.00R,-3.78%,STOP,BIG_LOSS
TMO,2006-02-06,2006-02-07,1,152,$-149.67,-1.00R,-2.88%,STOP,BIG_LOSS
TMO,2006-02-07,2006-05-15,97,144,$321.00,+2.14R,+6.71%,"PHASE3_SMA50_BREAK,TP1,TP2",WIN
TMO,2007-01-09,2007-02-27,49,125,$93.52,+0.63R,+1.62%,"STOP_BE,TP1",SMALL_WIN
TMO,2007-04-05,2007-06-07,63,56,$188.01,+2.52R,+6.90%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
TMO,2007-10-23,2007-10-25,2,26,$-41.86,-1.13R,-2.71%,STOP,BIG_LOSS
TMO,2008-02-06,2008-02-29,23,16,$45.79,+1.23R,+5.30%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
TMO,2008-07-31,2008-08-20,20,21,$12.38,+0.35R,+0.97%,"STOP_BE,TP1",SMALL_WIN
UAL,2007-08-28,2007-09-24,27,16,$21.39,+0.58R,+3.05%,"STOP_BE,TP1",SMALL_WIN
UNH,2007-03-06,2007-03-29,23,25,$22.04,+0.61R,+1.63%,"STOP_BE,TP1",SMALL_WIN
UNH,2009-12-10,2010-01-21,42,39,$80.04,+2.16R,+6.77%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
UNH,2010-06-04,2010-06-07,3,43,$-36.80,-1.00R,-2.82%,STOP,BIG_LOSS
UNH,2010-08-11,2010-08-13,2,43,$2.94,+0.08R,+0.21%,"STOP_BE,TP1",SMALL_WIN
UPS,2006-10-19,2006-10-30,11,17,$-3.04,-0.08R,-0.24%,"STOP_BE,TP1",SMALL_LOSS
UPS,2006-11-17,2006-12-01,14,84,$-152.04,-1.02R,-2.31%,STOP,BIG_LOSS
UPS,2007-06-14,2007-06-19,5,104,$-81.64,-0.55R,-1.07%,"STOP_BE,TP1",BIG_LOSS
UPS,2008-09-11,2008-09-15,4,21,$-0.37,-0.01R,-0.03%,"STOP_BE,TP1",SMALL_LOSS
UPS,2008-09-17,2008-09-19,2,16,$7.28,+0.21R,+0.70%,"STOP_BE,TP1",SMALL_WIN
UPS,2009-04-23,2009-04-27,4,19,$-21.55,-0.58R,-2.14%,"STOP_BE,TP1",BIG_LOSS
UPS,2009-09-09,2009-09-29,20,35,$62.40,+1.69R,+3.22%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
UPS,2010-03-11,2010-03-15,4,123,$-9.15,-0.08R,-0.12%,"STOP_BE,TP1",SMALL_LOSS
UPS,2010-07-22,2010-08-12,21,21,$58.20,+1.60R,+4.39%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
UPS,2010-12-09,2010-12-16,7,95,$-111.42,-1.00R,-1.61%,STOP,BIG_LOSS
UPS,2010-12-16,2010-12-20,4,96,$-112.11,-1.00R,-1.58%,STOP,BIG_LOSS
UPS,2011-05-05,2011-05-23,18,36,$-37.34,-1.00R,-1.40%,STOP,BIG_LOSS
USB,2007-11-28,2007-12-04,6,31,$-0.87,-0.02R,-0.09%,"STOP_BE,TP1",SMALL_LOSS
USB,2008-03-11,2008-03-13,2,35,$-12.25,-0.33R,-1.07%,"STOP_BE,TP1",SMALL_LOSS
USB,2008-03-17,2008-03-31,14,28,$26.13,+0.71R,+2.86%,"STOP_BE,TP1",SMALL_WIN
USB,2008-04-24,2008-04-30,6,41,$-36.87,-1.00R,-2.61%,STOP,BIG_LOSS
USB,2008-09-15,2008-09-29,14,23,$80.75,+2.19R,+10.63%,"RUNNER_STOP,TP1,TP2",WIN
USB,2010-09-15,2010-09-22,7,60,$-3.60,-0.10R,-0.26%,"STOP_BE,TP1",SMALL_LOSS
USB,2010-12-09,2011-01-07,29,210,$138.94,+1.24R,+2.56%,"STOP_BE,TP1",WIN
VZ,2006-03-06,2006-04-06,31,153,$95.90,+0.64R,+1.95%,"STOP_BE,TP1",SMALL_WIN
VZ,2006-06-20,2006-06-28,8,68,$-14.28,-0.38R,-0.67%,"STOP_BE,TP1",SMALL_LOSS
VZ,2006-08-01,2006-10-09,69,171,$323.41,+2.89R,+5.97%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
VZ,2007-04-30,2007-06-22,53,179,$453.50,+3.03R,+6.64%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
VZ,2007-07-16,2007-07-18,2,70,$-55.60,-1.00R,-1.86%,STOP,BIG_LOSS
VZ,2007-07-31,2007-08-10,10,31,$-39.99,-1.09R,-3.03%,STOP,BIG_LOSS
VZ,2007-12-21,2008-01-02,12,118,$-130.98,-1.17R,-2.50%,STOP,BIG_LOSS
VZ,2008-04-28,2008-05-08,10,136,$83.64,+0.75R,+1.62%,"STOP_BE,TP1",SMALL_WIN
VZ,2009-06-12,2009-06-16,4,59,$-16.91,-0.46R,-0.96%,"STOP_BE,TP1",SMALL_LOSS
VZ,2009-07-31,2009-08-04,4,57,$-7.21,-0.19R,-0.39%,"STOP_BE,TP1",SMALL_LOSS
VZ,2009-08-12,2009-08-14,2,57,$-8.53,-0.23R,-0.48%,"STOP_BE,TP1",SMALL_LOSS
VZ,2009-10-28,2009-10-30,2,79,$-10.89,-0.29R,-0.46%,"STOP_BE,TP1",SMALL_LOSS
VZ,2010-01-05,2010-01-06,1,257,$-364.94,-3.25R,-4.26%,STOP,BIG_LOSS
VZ,2010-06-29,2010-06-30,1,75,$-45.00,-1.21R,-2.10%,STOP,BIG_LOSS
VZ,2010-07-23,2010-08-20,28,78,$64.91,+1.74R,+2.97%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
VZ,2010-10-06,2010-10-08,2,73,$-35.09,-0.94R,-1.44%,"STOP_BE,TP1",BIG_LOSS
VZ,2011-01-07,2011-01-11,4,208,$-118.56,-1.06R,-1.59%,STOP,BIG_LOSS
VZ,2011-01-25,2011-03-11,45,140,$65.25,+0.58R,+1.30%,"STOP_BE,TP1",SMALL_WIN
VZ,2011-03-21,2011-05-25,65,47,$44.81,+1.22R,+2.61%,"STOP_BE,TP1",WIN
VZ,2011-06-30,2011-07-15,15,242,$-112.36,-1.00R,-1.25%,STOP,BIG_LOSS
VZ,2011-09-23,2011-10-04,11,57,$27.54,+0.75R,+1.35%,"STOP_BE,TP1",SMALL_WIN
VZ,2011-10-04,2011-10-05,1,52,$-37.18,-1.00R,-1.96%,STOP,BIG_LOSS
WFC,2007-08-06,2007-08-09,3,34,$-37.47,-1.00R,-3.17%,STOP,BIG_LOSS
WFC,2008-03-11,2008-03-13,2,26,$-36.27,-1.00R,-4.53%,STOP,BIG_LOSS
WFC,2008-09-15,2008-09-23,8,19,$85.10,+2.31R,+14.45%,"PHASE3_EMA10_BREAK,TP1,TP2",WIN
WFC,2011-02-16,2011-02-18,2,65,$-56.18,-1.00R,-2.60%,STOP,BIG_LOSS
WMT,2006-03-20,2006-04-03,14,553,$-182.49,-1.22R,-2.07%,STOP,BIG_LOSS
WMT,2007-01-03,2007-03-01,57,205,$60.47,+0.81R,+1.86%,"STOP_BE,TP1",SMALL_WIN
WMT,2008-08-05,2008-08-07,2,66,$-73.92,-2.00R,-5.57%,STOP,BIG_LOSS
WMT,2009-02-18,2009-02-23,5,74,$-14.06,-0.38R,-1.14%,"STOP_BE,TP1",SMALL_LOSS
WMT,2011-05-16,2011-05-17,1,163,$-37.37,-1.00R,-1.23%,STOP,BIG_LOSS
WMT,2011-05-17,2011-05-24,7,158,$-39.50,-1.05R,-1.35%,STOP,BIG_LOSS
WTW,2008-10-01,2008-10-02,1,5,$-33.75,-1.00R,-7.00%,STOP,BIG_LOSS
XOM,2006-12-06,2007-01-03,28,67,$-148.81,-1.00R,-2.91%,STOP,BIG_LOSS
XOM,2007-12-21,2008-01-07,17,59,$-130.39,-1.17R,-2.37%,STOP,BIG_LOSS
XOM,2008-10-06,2008-10-08,2,9,$-6.60,-0.19R,-0.95%,"STOP_BE,TP1",SMALL_LOSS
XOM,2010-04-29,2010-04-30,1,123,$-112.28,-1.00R,-1.33%,STOP,BIG_LOSS
